"Date","Premium_Diesel_B7","Diesel_B7","Diesel","Diesel_B20","E85","E20","91","95","NGV"
"30/03/2559",22.34,18.24,"-","-",21.69,23.83,24.25,13.52,"-"
"19/03/2559",22.34,18.04,"-","-",21.29,23.43,23.85,13.52,"-"
"17/03/2559",21.94,17.84,"-","-",20.89,23.03,23.45,13.52,"-"
"12/03/2559",22.34,18.04,"-","-",21.29,23.43,23.85,13.55,"-"
"09/03/2559",21.74,17.64,"-","-",20.69,22.83,23.25,13.55,"-"
"04/03/2559",21.24,17.24,"-","-",20.09,22.23,22.65,13.55,"-"
"01/03/2559",20.74,17.24,"-","-",20.09,22.23,22.65,13.55,"-"
"18/02/2559",20.74,16.94,"-","-",19.59,21.73,22.15,13.55,"-"
"12/02/2559",20.24,16.94,"-","-",19.59,21.73,22.15,13.55,"-"
"06/02/2559",20.24,17.64,"-","-",20.29,22.23,22.65,13.55,"-"
"30/01/2559",19.74,17.94,"-","-",20.79,22.73,23.15,13.55,"-"
"19/01/2559",19.34,17.94,"-","-",20.79,22.73,23.15,13.55,"-"
"14/01/2559",19.74,18.14,"-","-",21.19,23.13,23.55,13.55,"-"
"09/01/2559",20.14,18.14,"-","-",21.19,23.13,23.55,13.55,"-"
"08/01/2559",20.64,18.14,"-","-",21.49,23.43,23.85,13.55,"-"
"17/12/2558",20.64,18.84,"-","-",21.49,23.43,23.85,13.55,"-"
"15/12/2558",21.34,19.04,"-","-",21.79,23.73,24.15,13.55,"-"
"10/12/2558",21.74,19.04,"-","-",21.79,23.73,24.15,13.55,"-"
"04/12/2558",22.44,19.39,"-","-",22.49,24.43,24.85,13.55,"-"
"19/11/2558",22.84,19.59,"-","-",22.89,24.83,25.25,13.55,"-"
"14/11/2558",23.14,19.79,"-","-",23.29,25.23,25.65,13.55,"-"
"06/11/2558",23.54,19.99,"-","-",23.69,25.63,26.05,13.55,"-"
